2ndFlrSF,GarageArea,KitchenQual,TotalBsmtSF,YearBuilt,YearRemodAdd
605.0,312,Fa,972,1939,1950
0.0,624,TA,970,1963,1963
0.0,513,TA,2136,1965,1965
,440,Gd,1026,1969,2005
0.0,0,TA,698,1947,2008
0.0,576,Gd,1533,1975,1975
0.0,660,TA,720,1941,1950
0.0,530,Gd,1391,2004,2004
0.0,240,Gd,1078,1950,1996
0.0,471,Gd,1267,2001,2002
0.0,301,TA,1442,1958,1958
940.0,0,TA,940,1911,1950
0.0,644,Gd,1502,2009,2009
0.0,458,TA,1392,1957,1957
0.0,0,TA,1768,1968,1968
0.0,390,TA,1624,1964,1964
0.0,301,TA,958,1960,1998
0.0,600,TA,894,1972,1972
0.0,402,TA,1224,1999,1999
590.0,846,Ex,1682,2007,2008
0.0,430,Gd,1256,2004,2005
0.0,712,Gd,1732,2006,2007
728.0,390,Gd,728,2005,2006
0.0,539,TA,655,1959,1959
0.0,240,Gd,1008,1953,2006
0.0,430,Gd,1373,2005,2006
892.0,180,TA,747,1914,1950
0.0,280,Gd,637,1930,1950
640.0,400,Gd,384,2006,2007
734.0,496,TA,980,1988,1988
0.0,294,TA,0,1959,1959
0.0,0,Fa,728,1940,1966
591.0,288,TA,626,1980,1980
0.0,299,TA,990,1994,1994
1320.0,691,Gd,1117,2004,2005
0.0,420,Gd,848,2003,2003
672.0,300,TA,672,1925,1950
0.0,676,Gd,1218,2009,2009
748.0,672,TA,588,1922,1994
0.0,550,Gd,1247,2005,2005
1330.0,619,TA,1330,1977,1995
0.0,482,Gd,1600,2008,2008
0.0,546,TA,1844,1977,1977
858.0,689,Gd,1113,2005,2005
793.0,463,TA,982,2000,2000
887.0,574,Gd,1050,1993,1994
0.0,0,TA,630,1972,1972
0.0,530,Gd,1494,2002,2002
,0,TA,600,1910,1950
0.0,508,Gd,1274,2005,2007
0.0,364,TA,1156,1955,1972
0.0,528,TA,660,1977,1977
702.0,393,Gd,783,2003,2003
793.0,550,TA,793,1976,1976
0.0,0,TA,816,1990,1990
0.0,555,Gd,1176,2003,2003
,548,TA,941,1954,1972
0.0,528,TA,1080,1960,1960
0.0,240,Gd,768,1924,2006
0.0,818,Gd,1694,2007,2007
0.0,765,Gd,1800,2002,2002
915.0,560,TA,662,1900,1950
678.0,315,TA,1040,1949,1950
0.0,576,TA,940,1978,1978
0.0,408,TA,876,1966,1966
0.0,484,TA,1126,1977,1977
1332.0,872,Gd,1136,2004,2004
0.0,540,TA,938,1969,1969
0.0,288,TA,1052,1968,1968
524.0,0,TA,572,1924,1950
0.0,484,TA,1141,2005,2005
778.0,484,TA,732,1972,1972
848.0,660,Gd,1004,1999,2000
0.0,0,TA,520,1935,1982
720.0,513,TA,624,1916,1950
0.0,576,TA,1947,1970,1989
1051.0,360,TA,907,1908,1997
1540.0,831,Gd,1142,1976,1996
0.0,484,Gd,1364,2005,2005
0.0,402,TA,1237,1995,1996
0.0,528,TA,1328,1963,1963
0.0,286,TA,978,1960,1978
800.0,486,TA,768,1965,1990
0.0,192,Fa,952,1916,1950
0.0,500,Gd,1660,2006,2006
0.0,1166,Ex,2216,2008,2009
0.0,160,TA,768,1930,1950
0.0,396,Gd,1340,2007,2007
0.0,480,Gd,1610,1977,2001
1259.0,600,TA,1361,1977,1977
0.0,438,Gd,1248,2005,2006
0.0,288,Gd,912,1961,1996
,472,TA,943,1998,1998
0.0,1356,TA,1249,1961,1975
884.0,180,Gd,1028,1945,2002
0.0,456,TA,1144,1961,1961
672.0,281,TA,793,1932,2000
0.0,472,TA,1516,1964,1964
0.0,675,Gd,1498,2006,2006
1157.0,560,Gd,804,2001,2002
728.0,440,Gd,728,2006,2006
1196.0,349,TA,1032,1940,1950
0.0,708,Ex,1896,2003,2004
0.0,474,Gd,1368,2005,2006
908.0,588,Gd,873,1999,1999
1237.0,858,Ex,1452,2008,2008
551.0,312,TA,720,1948,1950
,604,TA,1845,1988,1988
900.0,577,Gd,1190,1984,1984
914.0,546,TA,794,1998,1998
0.0,436,Gd,1302,2007,2007
0.0,542,Gd,2524,1981,1981
534.0,338,TA,840,1920,1950
862.0,474,Gd,764,2003,2004
299.0,240,TA,735,1940,1950
,588,Ex,1518,2003,2004
592.0,240,TA,1040,1931,1950
0.0,598,Gd,1649,1998,1998
895.0,432,TA,854,1932,1950
650.0,324,TA,650,1920,1988
0.0,564,Gd,1742,1985,1985
564.0,280,Fa,686,1918,1950
0.0,528,TA,816,1934,1950
988.0,506,Gd,908,1992,1992
403.0,240,TA,940,1940,2000
0.0,377,Gd,992,1955,1996
1103.0,552,TA,832,2009,2009
0.0,534,Gd,1777,2002,2002
1081.0,434,Gd,847,2003,2004
0.0,336,TA,1051,1968,1968
601.0,440,TA,855,1978,1978
817.0,431,Gd,798,1939,2006
0.0,880,Gd,1868,2005,2006
0.0,665,Gd,1565,1976,1976
860.0,663,Gd,814,2000,2000
0.0,0,TA,974,1991,1992
898.0,586,Gd,1065,2002,2002
1017.0,678,Gd,1080,1993,1993
0.0,500,TA,1424,1990,1990
,720,TA,1120,1920,1950
687.0,240,TA,1026,1925,1950
741.0,583,TA,689,1972,1972
1312.0,666,Ex,1234,2006,2006
240.0,0,TA,780,1875,1996
679.0,779,TA,1095,1900,1950
0.0,0,Fa,683,1922,1950
709.0,490,Gd,673,2000,2000
1518.0,840,Ex,1107,1892,1993
1032.0,205,Fa,1008,1880,1950
766.0,373,TA,806,1995,1996
0.0,739,Gd,1643,1971,2002
0.0,304,TA,1056,1968,1968
272.0,392,TA,784,1924,1950
0.0,504,TA,1362,1961,1961
0.0,420,Gd,848,2004,2004
0.0,527,Gd,1454,2001,2001
,628,Gd,1208,2007,2007
370.0,566,Gd,796,1936,1989
0.0,691,Gd,1986,1994,1994
1093.0,983,Gd,1311,1993,1994
0.0,626,Gd,1314,2007,2008
739.0,380,Gd,970,2004,2004
546.0,0,TA,672,1971,1971
1440.0,0,Fa,1440,1914,1995
0.0,0,TA,1200,1987,1988
0.0,297,TA,912,1958,1985
1872.0,832,Ex,2444,1994,1995
854.0,548,Gd,856,2003,2003
1140.0,656,Ex,1181,2003,2004
704.0,234,Fa,704,1941,1950
0.0,528,Fa,1466,1959,1959
0.0,292,TA,1383,1960,1960
0.0,410,TA,0,1979,1979
0.0,576,TA,990,1995,1995
728.0,240,TA,918,1941,1950
1020.0,440,Fa,1020,1910,1950
685.0,550,TA,539,1979,1979
743.0,541,Gd,1683,1992,2000
1020.0,576,TA,952,1969,1969
567.0,240,TA,672,1936,1950
600.0,480,Gd,600,2005,2005
672.0,468,TA,672,1920,1997
828.0,500,Gd,840,2003,2003
0.0,400,TA,0,1950,1950
0.0,576,Gd,900,1951,2000
0.0,812,TA,1559,1948,1973
0.0,248,TA,864,1954,1954
,264,TA,923,1980,1980
0.0,782,Gd,1552,2005,2006
,642,Gd,756,1915,1970
0.0,440,TA,1461,1968,1993
504.0,264,TA,483,1973,1973
0.0,521,Gd,1200,1995,1995
568.0,281,TA,768,1949,2008
0.0,336,TA,894,1965,2009
0.0,336,TA,0,1960,2006
0.0,528,Gd,1053,1974,1974
0.0,576,Gd,1063,1959,2006
0.0,459,TA,1051,1963,1979
1306.0,721,Gd,1203,1995,1995
0.0,297,TA,1215,1958,1998
1323.0,844,Gd,1165,1994,1994
600.0,480,Gd,600,2004,2005
0.0,560,TA,1728,1976,1976
808.0,480,TA,576,1921,1950
985.0,870,Gd,1396,1997,1998
730.0,457,Gd,996,1993,2003
843.0,562,Gd,813,2007,2007
1414.0,792,Ex,1264,2007,2007
0.0,528,TA,864,1971,1971
0.0,234,TA,672,1941,1950
0.0,564,TA,1164,1966,1966
,440,TA,1078,1976,1976
0.0,550,Gd,1710,2004,2005
0.0,502,Gd,1219,1965,1999
0.0,400,Gd,1273,2003,2003
472.0,576,TA,927,1936,1950
0.0,766,TA,1907,1988,1989
0.0,0,TA,1008,1926,1950
0.0,0,TA,0,1954,1954
983.0,484,TA,1107,1973,1973
0.0,461,TA,1214,1965,1965
0.0,454,TA,1763,1955,1974
0.0,808,Gd,1616,2002,2003
0.0,627,Gd,1554,2006,2006
1243.0,642,Gd,964,1997,1997
0.0,0,TA,796,1922,1950
840.0,308,TA,840,1915,1976
0.0,420,Gd,848,2003,2003
0.0,528,TA,1142,1976,1976
0.0,564,TA,1602,1960,1975
0.0,564,Ex,1684,2005,2005
0.0,888,Gd,2000,2004,2005
0.0,834,Gd,1616,2005,2005
573.0,531,Ex,1299,2001,2001
534.0,225,TA,1042,1928,1950
807.0,575,Gd,807,1989,1989
0.0,276,TA,876,1950,1950
0.0,620,Gd,1844,2005,2006
0.0,528,Gd,1258,1971,2004
0.0,500,Ex,1260,1996,1996
0.0,866,Gd,1626,2006,2006
,440,TA,855,1974,1974
707.0,403,Gd,707,2004,2004
0.0,478,Gd,1504,1996,1996
0.0,690,Gd,1670,2006,2006
651.0,518,Gd,1192,1974,2003
0.0,440,TA,1069,1977,1977
0.0,525,TA,547,2005,2006
0.0,995,TA,1572,1963,1963
561.0,456,TA,1088,1890,1996
0.0,0,TA,882,1956,1956
0.0,676,Gd,1922,2005,2006
0.0,352,TA,780,1972,1972
580.0,300,TA,533,1958,1987
0.0,430,Gd,1530,2005,2005
0.0,0,TA,833,1985,1985
504.0,308,TA,649,1948,2002
0.0,260,TA,1040,1962,2010
1362.0,1052,Gd,1466,2006,2007
220.0,288,TA,1032,1950,1950
0.0,305,Gd,1246,1959,1994
0.0,180,TA,884,1926,2004
686.0,416,TA,686,1915,1950
0.0,288,TA,832,1949,1950
741.0,342,TA,896,1928,1950
,484,Gd,1358,2009,2010
0.0,484,TA,1657,1970,1970
0.0,275,Fa,816,1918,2000
1038.0,390,Gd,992,1999,1999
862.0,474,Gd,764,2003,2004
689.0,299,TA,663,1969,1969
408.0,240,TA,768,1941,1950
811.0,240,TA,715,1934,1995
796.0,432,Gd,616,2006,2007
713.0,216,TA,756,1906,1995
656.0,400,TA,384,2000,2000
0.0,495,TA,1094,1953,1953
0.0,758,Gd,1814,2005,2006
252.0,576,TA,672,1949,2006
0.0,528,Gd,1488,1985,1985
1072.0,603,Gd,616,1997,1997
0.0,572,Gd,1262,2006,2006
0.0,788,Ex,1905,2006,2006
878.0,541,Gd,1153,1998,1999
0.0,478,TA,1064,1974,1974
888.0,613,Gd,941,2003,2003
0.0,300,TA,828,1965,1965
252.0,280,Fa,672,1941,1950
1208.0,905,Gd,1055,2001,2002
872.0,540,Gd,1127,1935,1986
0.0,528,TA,1242,1973,1973
584.0,240,Gd,884,1935,1995
1151.0,434,Gd,884,2001,2001
0.0,516,TA,1232,1984,1984
866.0,483,TA,803,1976,1976
348.0,0,TA,576,1910,2004
0.0,450,Gd,894,1967,2003
1142.0,619,Gd,1054,1968,1984
0.0,396,TA,768,1972,2003
,0,TA,0,1947,1950
1040.0,504,Fa,1040,1969,1969
0.0,576,Gd,1040,1996,1996
467.0,216,Gd,1149,1926,2004
0.0,273,TA,641,1885,1995
0.0,484,TA,1134,1957,2000
0.0,528,Gd,832,1954,1954
0.0,384,TA,894,1966,1966
596.0,189,TA,596,1920,1950
0.0,772,Gd,1833,2004,2005
0.0,288,Gd,864,1967,2004
0.0,264,TA,864,1966,1966
1031.0,506,TA,1214,1910,1998
1063.0,360,TA,849,1898,1965
678.0,470,TA,926,1997,1998
1134.0,422,Gd,868,2006,2006
0.0,308,TA,938,1975,1980
514.0,216,Gd,912,1918,1998
992.0,400,TA,928,1948,1950
0.0,260,TA,1098,1955,1955
0.0,0,TA,270,1935,2003
0.0,528,Gd,1252,1959,1959
0.0,792,TA,1584,1967,1967
0.0,592,Ex,1498,2008,2008
0.0,506,Gd,1698,1999,2000
0.0,299,TA,1092,1957,1957
0.0,758,Ex,1746,2006,2007
983.0,667,TA,1304,1953,1953
0.0,200,TA,768,1926,1950
0.0,270,TA,1041,1959,1959
915.0,431,Gd,967,2002,2002
1257.0,390,Gd,1010,2002,2002
0.0,180,TA,715,1931,1993
0.0,364,TA,1216,1957,2002
0.0,714,Gd,1567,1977,1977
1088.0,1020,Ex,1734,2008,2009
689.0,360,Gd,689,1928,2005
457.0,368,TA,715,1920,2007
896.0,521,TA,1151,1988,1989
0.0,286,TA,936,1954,1954
880.0,440,Gd,840,2004,2004
0.0,338,TA,1050,1956,1956
0.0,576,Gd,1114,2003,2004
,750,Ex,1008,1958,1991
0.0,682,Ex,1593,2001,2002
,318,TA,1214,1967,1967
0.0,264,Gd,816,1982,2008
0.0,400,TA,0,1979,1979
1360.0,795,Gd,1360,1918,1990
840.0,685,Gd,1079,2006,2006
0.0,672,TA,1097,1994,1995
767.0,423,TA,983,1940,1985
504.0,288,TA,483,1972,1972
0.0,576,TA,981,1971,1971
0.0,447,Gd,1398,1959,1959
0.0,308,TA,816,1957,1957
896.0,622,Gd,944,2001,2001
1230.0,576,TA,942,1973,1973
0.0,902,TA,1002,1970,1970
,294,TA,721,1950,1950
0.0,564,Gd,936,1992,1992
0.0,856,Ex,1713,2004,2005
0.0,576,Gd,1392,1988,1988
0.0,923,TA,912,1957,1996
0.0,648,TA,1064,1963,1963
0.0,608,Gd,1595,1995,1996
0.0,601,TA,1184,1958,2002
975.0,576,Gd,975,1997,1998
0.0,490,TA,1086,1954,2003
504.0,528,Gd,1324,1923,2004
0.0,624,TA,768,1970,1970
0.0,676,Gd,1161,1972,2006
885.0,647,Gd,1284,2002,2002
,287,TA,0,1949,1950
1208.0,520,TA,1510,1920,1950
0.0,576,TA,936,1953,1953
0.0,588,TA,1138,1972,1972
0.0,954,Gd,1689,2007,2007
0.0,280,TA,948,1954,1954
756.0,440,Gd,756,2000,2000
0.0,450,TA,894,1968,1968
920.0,644,Gd,900,2009,2009
0.0,290,TA,0,1957,1957
0.0,0,Gd,544,1931,2006
1185.0,666,Gd,2033,1995,1996
,632,Gd,1232,2007,2007
0.0,528,TA,1164,1969,1969
336.0,160,TA,912,1930,1950
0.0,572,TA,747,1948,1950
1100.0,440,Gd,860,2002,2002
,286,TA,546,1970,1970
0.0,400,TA,894,1954,1954
0.0,558,Gd,1453,2003,2003
0.0,270,Gd,1060,1968,2001
0.0,484,Gd,1436,2004,2004
0.0,504,Fa,540,1952,1952
888.0,320,TA,880,1914,1970
0.0,432,TA,816,1930,2007
656.0,400,TA,384,2000,2000
0.0,303,TA,1617,1955,1993
0.0,648,Gd,1356,2006,2006
0.0,312,TA,1100,1960,1960
0.0,264,TA,816,1982,1982
,308,TA,1350,1959,1959
568.0,842,Ex,1722,2008,2008
0.0,572,TA,864,1955,1990
0.0,453,Gd,1257,2005,2005
,0,TA,858,1971,1971
878.0,506,Gd,832,1993,1993
351.0,264,TA,732,1939,1950
694.0,460,TA,953,1999,2000
0.0,288,TA,864,1968,1968
0.0,522,Ex,1753,2001,2001
,416,Gd,1477,1957,2004
780.0,484,Gd,780,1976,1976
0.0,588,TA,1626,1959,2005
668.0,462,TA,561,1980,1980
0.0,890,Gd,1566,2007,2007
684.0,460,TA,916,1997,1997
448.0,240,TA,896,1936,1950
0.0,540,Ex,1126,1977,1977
0.0,264,TA,876,1984,1985
0.0,205,TA,616,1921,1950
0.0,0,TA,1800,1961,1961
0.0,505,TA,1505,1953,1953
0.0,621,Gd,1430,1977,1977
0.0,451,Gd,1132,2005,2005
836.0,470,Gd,928,1997,1997
441.0,240,TA,0,1945,1950
748.0,336,Gd,804,1919,1990
0.0,457,Gd,1346,2005,2006
0.0,220,TA,1162,1955,2005
756.0,440,Gd,756,2000,2000
0.0,288,TA,935,1965,1965
0.0,270,Gd,813,1930,2005
896.0,230,Ex,896,1948,2002
797.0,514,Gd,1475,1990,1990
648.0,282,TA,910,1950,1950
832.0,528,TA,832,1976,1976
0.0,522,Ex,2110,1968,1968
881.0,684,Gd,824,1997,1997
550.0,336,TA,757,1977,1977
576.0,256,Gd,811,1954,1954
732.0,380,Gd,976,2004,2004
649.0,440,Gd,912,1962,1981
648.0,520,TA,954,1900,1970
975.0,493,Gd,915,1994,1995
0.0,506,TA,931,1962,1980
0.0,573,Gd,1212,2001,2001
596.0,672,Ex,952,1925,2007
,384,TA,980,1967,1967
,470,Ex,1073,1956,2004
0.0,384,TA,1056,1966,1966
0.0,484,Gd,1234,2007,2007
672.0,440,TA,630,1970,1970
371.0,0,Fa,319,1920,1950
0.0,576,TA,858,1982,1982
1142.0,736,Ex,1175,2005,2006
0.0,414,Gd,105,1953,1996
813.0,442,TA,780,1964,1964
876.0,400,Gd,684,2005,2005
0.0,630,TA,0,1977,1977
0.0,582,Gd,1338,2001,2001
0.0,312,TA,1188,1962,1962
0.0,527,Gd,1459,2002,2002
954.0,533,Gd,1306,1996,1997
0.0,605,Gd,1413,2001,2002
0.0,0,TA,996,1940,1969
0.0,504,TA,1092,1964,1964
625.0,625,Gd,625,2006,2007
864.0,572,Gd,864,2004,2004
0.0,280,TA,924,1975,1975
0.0,530,Gd,1199,1993,1993
0.0,300,TA,948,1968,1968
0.0,429,TA,925,1965,1965
0.0,366,TA,458,1920,1950
886.0,610,Gd,1580,2004,2005
941.0,487,Gd,924,1966,1966
0.0,572,TA,1040,1976,1976
0.0,804,Ex,2633,2001,2002
,280,TA,993,1922,1950
711.0,460,TA,953,2000,2000
0.0,360,TA,784,1928,1950
0.0,473,TA,1196,1977,1977
0.0,284,TA,1134,1956,1956
0.0,244,TA,1268,1954,1954
0.0,480,Gd,1428,2007,2008
0.0,352,TA,1041,1976,1976
0.0,275,TA,1008,1954,1954
0.0,860,Ex,1622,2008,2008
864.0,673,Gd,864,2003,2003
0.0,322,TA,952,1968,1968
0.0,286,TA,1040,1959,1959
0.0,511,TA,1686,1981,1981
,462,TA,935,1998,1998
0.0,528,TA,1392,1957,1996
0.0,270,TA,608,1953,1953
742.0,390,Gd,742,2005,2005
0.0,300,TA,971,1969,1969
0.0,539,TA,1029,1976,1976
0.0,0,TA,945,1975,1975
0.0,478,Gd,1405,2003,2003
712.0,472,TA,959,2000,2000
0.0,495,TA,1056,1975,1975
720.0,672,TA,0,1948,1950
0.0,264,TA,918,1979,1979
0.0,528,Gd,1437,1976,2004
0.0,440,TA,1069,1977,1977
727.0,441,TA,727,1968,1968
1070.0,510,Gd,817,2002,2003
0.0,895,Gd,1935,2006,2006
1080.0,564,Gd,710,1967,2007
0.0,420,Gd,848,2004,2004
670.0,400,TA,384,1995,1996
0.0,260,TA,1056,1954,2005
0.0,484,TA,864,1983,1983
0.0,564,TA,1032,1978,1978
0.0,338,TA,961,1920,1950
0.0,480,TA,1235,1961,1961
0.0,719,Gd,910,1990,1991
504.0,264,TA,483,1971,1971
0.0,504,TA,975,1977,1977
0.0,0,TA,1006,1959,1959
780.0,0,Fa,780,1912,2000
,565,Gd,860,2004,2004
0.0,308,Fa,960,1920,1950
0.0,660,Gd,1604,2006,2006
0.0,621,Gd,2217,1970,1970
0.0,540,Gd,1844,1969,1969
772.0,380,TA,799,1993,1994
0.0,577,Gd,1468,1999,2000
167.0,529,TA,1499,1965,1965
0.0,338,TA,1240,1958,1988
902.0,578,Gd,866,2007,2007
0.0,299,TA,1096,1969,1969
857.0,542,TA,791,1986,1991
688.0,453,TA,660,1966,1966
728.0,410,Gd,728,2005,2005
0.0,319,TA,1484,1957,1997
0.0,544,Gd,1682,2003,2003
785.0,389,TA,808,1992,1993
0.0,288,TA,1008,1951,2000
586.0,440,TA,855,1978,1978
0.0,866,Gd,1710,2007,2008
888.0,463,Gd,948,1994,2002
754.0,475,Gd,725,1976,2005
0.0,367,TA,723,1998,1998
,426,Gd,654,2006,2006
0.0,648,Ex,1520,2006,2006
0.0,308,TA,980,1952,1952
850.0,753,Ex,1085,2006,2006
1357.0,750,Gd,1453,1990,1990
,696,Gd,1470,1998,1998
1169.0,480,TA,1105,1960,1960
0.0,433,TA,1261,1958,1958
0.0,480,TA,1486,1964,1999
0.0,240,TA,773,1953,1953
0.0,462,Gd,1319,1962,2005
913.0,546,Gd,866,1998,1998
0.0,0,TA,950,1959,1959
0.0,420,Gd,848,2003,2003
596.0,198,TA,780,1937,1950
729.0,440,TA,729,1999,1999
0.0,0,Fa,440,1923,1958
729.0,440,TA,729,1999,1999
0.0,440,TA,864,1974,1974
833.0,427,TA,832,1998,1998
0.0,611,TA,1390,1975,1981
0.0,576,TA,864,1972,1972
761.0,512,TA,528,1976,1994
0.0,616,TA,1606,1986,1986
612.0,528,Gd,612,2009,2009
0.0,288,TA,928,1957,1957
720.0,0,Fa,0,1930,1950
809.0,546,Ex,728,1925,1990
708.0,776,TA,708,1968,1968
846.0,736,Ex,1058,2005,2005
0.0,308,TA,936,1956,2000
840.0,452,TA,716,1980,1980
0.0,400,TA,864,1951,1951
0.0,900,Gd,1654,2002,2002
0.0,576,Gd,816,1918,2007
1097.0,856,Gd,1252,1999,1999
0.0,436,Gd,1067,1950,1995
584.0,539,TA,0,1978,1978
0.0,420,Gd,1374,2003,2004
644.0,486,TA,1195,1998,1998
